.05, 3
.15, 3
.25, 3
.35, 3
.45, 3
.55, 3
.65, 3
.75, 3
.85, 3
.95, 3
.85, 3
.75, 3
.65, 3
.55, 3
.45, 3
.35, 3
.25, 3
.15, 3
.05, 3
